,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,reals_16,reals_17,reals_18,reals_19,reals_20,reals_21,reals_22,reals_23,reals_24,reals_25,reals_26,reals_27,reals_28,reals_29,reals_30,reals_31,reals_32,reals_33,reals_34,reals_35,reals_36,reals_37,reals_38,reals_39,reals_40,reals_41,reals_42,reals_43,reals_44,reals_45,reals_46,reals_47,reals_48,reals_49,reals_50,reals_51,reals_52,reals_53,reals_54,reals_55,reals_56,reals_57,reals_58,reals_59,reals_60,reals_61,reals_62,reals_63,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15,imags_16,imags_17,imags_18,imags_19,imags_20,imags_21,imags_22,imags_23,imags_24,imags_25,imags_26,imags_27,imags_28,imags_29,imags_30,imags_31,imags_32,imags_33,imags_34,imags_35,imags_36,imags_37,imags_38,imags_39,imags_40,imags_41,imags_42,imags_43,imags_44,imags_45,imags_46,imags_47,imags_48,imags_49,imags_50,imags_51,imags_52,imags_53,imags_54,imags_55,imags_56,imags_57,imags_58,imags_59,imags_60,imags_61,imags_62,imags_63
0,1.0,0.9754100742644596,0.9028496281693303,0.7858871801066607,0.6302749359066984,0.44366589519896044,0.23523747671908382,0.015240172711208342,-0.20550657034984315,-0.41614645208166207,-0.6063202308234635,-0.76667519071118,-0.8893251075829041,-0.968238092582493,-0.9995332393222505,-0.9816714855261227,-0.915531302626157,-0.8043654909641393,-0.6536412054916705,-0.4707710795968328,-0.26474867048530387,-0.045706155009304916,0.1755839714460795,0.38823868649325766,0.5817996674837551,0.7467476309764405,0.8749704897122412,0.9601623031612523,0.9981334013120298,0.9870164299035233,0.9273581839112895,0.8220927130562257,0.6763970221624951,0.4974364631853716,0.2940123406934138,0.07612906172249473,-0.1454978822913794,-0.3599689039422054,-0.5567363612809767,-0.7261232896876911,-0.8597993129651614,-0.9511903284037924,-0.9958018176084235,-0.991439882805955,-0.9383191382502164,-0.8390521508357731,-0.6985209494612832,-0.5236369225495723,-0.3230009121974465,-0.10648022174088519,0.11527666030976487,0.33136375394136147,0.5311539435648291,0.7048216181728578,0.8438258923065908,0.9413306431076283,0.9925407061769932,0.994937696327756,0.9484038558126346,0.855227839452493,0.7199921524574034,0.5493477770600995,0.35168707212759953,0.13673103282753596,0.0,0.22039774094236617,0.42995634391283594,0.6183697395942723,0.776371779621984,0.896191945492062,0.9719375022883803,0.9998833028918629,0.9786549900991829,0.9092965867845055,0.7952191500497143,0.6420330145962199,0.45727187564575744,0.2500222810772536,0.03047675442587203,-0.19056747377623431,-0.4022394738623239,-0.5941292490788996,-0.7567996985801099,-0.8822507330142799,-0.9643127175070046,-0.99894989254884,-0.984458850607328,-0.9215523074660401,-0.8133240485189853,-0.6650967740800162,-0.4841603268029868,-0.27941317531886245,-0.06092478605032771,0.16055959412882856,0.3741473895078108,0.5693343921100505,0.7365213576307863,0.8674860945559246,0.9557878291611694,0.9970839598013455,0.9893436226311145,0.9329475657443002,0.8306694200968101,0.6875392885019627,0.5105963615923074,0.30854272729338367,0.09131539964469058,-0.13040238524827488,-0.3457065715383031,-0.5440085448654154,-0.7155558791265844,-0.851911958476334,-0.9463708868188684,-0.9942872796665831,-0.9933047193738507,-0.9434716385319472,-0.84723893262628,-0.7093394196326097,-0.5365550750039856,-0.3373834896998566,-0.12161995509883686,0.10012427192794009,0.31694383189298103,0.5181755881926926,0.6939230386992039,0.8355430229065165,0.936070788468783,0.9905625125214667
1,1.0,0.9754100768446863,0.9028496377224454,0.7858871988165141,0.6302749625822958,0.44366592453848386,0.23523749911896488,0.01524017468372614,-0.20550660514585736,-0.4161465412538801,-0.6063203912186766,-0.7666754361146954,-0.88932544635131,-0.9682385254399476,-0.9995337575556085,-0.9816720697996463,-0.91553192260242,-0.8043661058657241,-0.6536417656714131,-0.47077152910708314,-0.26474895055423336,-0.045706208250691216,0.17558419633771846,0.38823922987182025,0.5818005540577079,0.7467488656649351,0.8749720544186707,0.9601641547991222,0.9981354713588589,0.9870186256751043,0.9273603916452612,0.822094802776291,0.6763988541699005,0.497437895900396,0.2940132394550187,0.07612930805722762,-0.14549838149208216,-0.3599702079375986,-0.5567384882949622,-0.7261262115920181,-0.8598029523289666,-0.9511945582958867,-0.9958064643957758,-0.9914447320236017,-0.9383239434332903,-0.8390566450140041,-0.698524858831613,-0.52363998167519,-0.3230028799429209,-0.10648089705331755,0.1152774237161186,0.3313660349387885,0.5311577438888906,0.7048268563936196,0.8438324020999226,0.9413381762204349,0.9925489402326527,0.994946247347143,0.9484122950464844,0.8552357138483796,0.7199990078355042,0.5493531828619,0.3516906464449988,0.13673246632824365,0.0,0.22039774152538685,0.4299563484623082,0.6183697543162762,0.7763718124818021,0.8961920047594024,0.9719375948463563,0.9998834324953187,0.9786551557823339,0.9092967816145853,0.7952193604021082,0.6420332200886315,0.45727204981681085,0.25002239283228495,0.030476770204163593,-0.19056758722762576,-0.4022397462871702,-0.5941297033157623,-0.756800347243397,-0.8822515755439531,-0.9643137378766661,-0.9989510578972561,-0.9844601110113617,-0.9215535970055774,-0.8133252877003511,-0.6650978735887367,-0.48416119245562833,-0.27941371398402415,-0.06092491221781688,0.1605599515270601,0.37414828047494153,0.5693358396363286,0.7365233528923744,0.8674885936962184,0.9557907520213178,0.9970871908681611,0.989347014346889,0.9329509441806816,0.8306725928419734,0.6875420544559833,0.5105985222198083,0.308544098755031,0.09131582512922158,-0.1304030237340228,-0.34570834268617207,-0.5440114596306649,-0.7155598850107459,-0.8519169370815282,-0.9463766550686333,-0.9942935948957017,-0.9933112882724204,-0.9434781296987377,-0.8472449922563263,-0.7093446896477748,-0.5365592127466023,-0.33738618816127786,-0.1216209625578354,0.10012513401889618,0.3169466539070082,0.5181803612508274,0.6939296483918991,0.8355512484693793,0.9360803077965694,0.9905729130962171
2,1.0,0.9754100831338469,0.9028496610076606,0.7858872444208733,0.6302750276029706,0.44366599605281326,0.23523755371905594,0.015240179494272019,-0.20550668995536814,-0.4161467586011638,-0.6063207821671095,-0.7666760342658036,-0.8893262720748137,-0.9682395805023521,-0.9995350207208857,-0.9816734939400499,-0.9155334337743046,-0.8043676046784245,-0.6536431311143666,-0.4707726248119673,-0.2647496332679805,-0.04570633809634406,0.17558474441708224,0.3882405542407895,0.5818027149475341,0.7467518750729049,0.8749758682435242,0.9601686680287795,0.9981405169824825,0.9870239777883376,0.9273657729654815,0.8220998964980718,0.6764033197868636,0.4974413883177374,0.29401543043767464,0.07612990882204324,-0.14549959790717057,-0.35997338599291834,-0.5567436724328415,-0.7261333332763568,-0.8598118228523195,-0.951204868295953,-0.9958177906747728,-0.9914565518539851,-0.9383356560835134,-0.8390675997640674,-0.698534388297939,-0.5236474388564915,-0.32300767706079114,-0.10648254401812599,0.11527928351138543,0.3313715937922849,0.5311670060877344,0.704839623516256,0.8438482687991916,0.9413565374475183,0.9925690102586392,0.9949670902786703,0.9484328658503764,0.8552549082360312,0.7200157187505808,0.5493663608029982,0.35169936047290395,0.13673596238421276,0.0,0.22039774294646775,0.429956359551355,0.6183697902002054,0.7763718925755128,0.8961921492198842,0.971937820450979,0.9998837483966307,0.9786555596268011,0.9092972565046621,0.7952198731293658,0.6420337209732065,0.45727247436133467,0.25002266524577144,0.030476808684354116,-0.19056786373337362,-0.40224041027879454,-0.5941308104629365,-0.7568019282958173,-0.8822536291401134,-0.964316224957298,-0.9989538983694944,-0.9844631831949487,-0.9215567402281314,-0.8133283082038437,-0.6651005536761391,-0.484163302560267,-0.2794150271012557,-0.06092521991671991,0.16056082247818743,0.3741504519660198,0.5693393677171766,0.736528216069676,0.8674946850874493,0.9557978762595339,0.9970950664113872,0.9893552815443978,0.9329591791015142,0.8306803264982776,0.6875487966776334,0.5106037890812813,0.3085474421447481,0.09131686280807733,-0.13040457939476566,-0.34571265915177535,-0.544018563641094,-0.7155696486436534,-0.851929071788837,-0.9463907146497578,-0.9943089879010538,-0.9933272998014161,-0.9434939519954002,-0.8472597629447497,-0.7093575359227053,-0.5365692993746115,-0.3373927667865509,-0.12162341957039986,0.1001272338847032,0.31695353100651574,0.5181919940243704,0.693945758057111,0.8355712970073427,0.9361035101680812,0.9905982638734129
3,1.0,0.9754100787058602,0.9028496446132743,0.7858872123120964,0.6302749818232186,0.44366594569994466,0.2352375152731057,0.01524017610096529,-0.2055066302531998,-0.4161466055866978,-0.6063205069284864,-0.7666756131439912,-0.8893256907259021,-0.9682388376793407,-0.999534131371175,-0.9816724912398401,-0.9155323697796472,-0.8043665493619432,-0.6536421696713232,-0.4707718532519831,-0.2647491524501667,-0.04570624650561762,0.17558435872676853,0.3882396220050211,0.5818011937466142,0.746749756443639,0.87497318321703,0.9601654905196294,0.9981369645559988,0.9870202094759005,0.9273619839750881,0.8220963098691916,0.6764001752526412,0.4974389288501465,0.2940138871478751,0.07612948505478583,-0.14549874232277266,-0.35997114930450386,-0.5567400232987706,-0.7261283198928681,-0.8598055780207297,-0.951197609766635,-0.9958098163499042,-0.9914482297196797,-0.9383274090585777,-0.8390598859792328,-0.6985276776363969,-0.523642186873724,-0.32300429763964894,-0.10648138228634581,0.11527797638388969,0.3313676823002131,0.5311604870829587,0.7048306365620381,0.8438370991465147,0.9413436109571702,0.9925548800174637,0.9949524151232074,0.9484183814909216,0.8552413921417424,0.7200039503837786,0.5493570791512855,0.3516932210967732,0.13673349635508428,0.0,0.2203977419459568,0.4299563517440818,0.6183697649359705,0.7763718361850467,0.8961920475112679,0.971937661611476,0.9998835259814873,0.9786552752918593,0.9092969221452807,0.7952195121245201,0.6420333682987273,0.45727217542571535,0.25002247340947387,0.030476781541080175,-0.1905676691164034,-0.4022399428543886,-0.5941300310316378,-0.7568008152014989,-0.8822521833331678,-0.9643144739282535,-0.9989518984982013,-0.9844610201412514,-0.921554527105582,-0.8133261814222487,-0.6650986665028814,-0.4841618166238246,-0.2794141022313697,-0.06092500287189413,0.16056020971568,0.3741489235555368,0.569336884167947,0.7365247924815086,0.867490396676427,0.9557928605392887,0.9970895215696048,0.9893494607663903,0.9329533808369361,0.8306748809294829,0.6875440489129662,0.5106000798468618,0.30854508696713495,0.09131613085163463,-0.13040348556171238,-0.3457096215495993,-0.5440135633584804,-0.7155627756540153,-0.851920529153768,-0.94638081643128,-0.9942981504348198,-0.9933160263557297,-0.9434828112359251,-0.8472493620196284,-0.7093484893538446,-0.5365621952646393,-0.33738813210548957,-0.12162168645247216,0.10012575884022812,0.31694869248535923,0.5181838070175339,0.6939344186475852,0.8355571837985359,0.9360871756942819,0.9905804158612622
4,1.0,0.9754100747938853,0.902849630129489,0.785887183945635,0.6302749413800874,0.44366590121886845,0.2352374813149494,0.015240173115497664,-0.20550657749013765,-0.4161464703793885,-0.606320263735305,-0.7666752410655903,-0.8893251770943748,-0.9682381813993822,-0.9995333456564529,-0.9816716054098815,-0.9155314298343044,-0.8043656171293846,-0.6536413204268341,-0.47077117182207023,-0.26474872794144294,-0.04570616592167726,0.17558401760422782,0.38823879800131733,0.5817998494106406,0.7467478843303437,0.8749708107786559,0.9601626830979804,0.9981338260577407,0.9870168804393269,0.9273586368935667,0.8220931418148291,0.6763973980328364,0.49743675711749774,0.2940125250576581,0.07612911221137893,-0.14549798478008436,-0.35996917156463876,-0.5567367977728109,-0.7261238892733534,-0.8598000597526465,-0.9511911963443453,-0.9958027710710328,-0.9914408777820761,-0.9383201241662812,-0.83905307291198,-0.6985217515172631,-0.5236375501231929,-0.32300131581457125,-0.10648036015344238,0.11527681711081397,0.3313642221314011,0.5311547234908423,0.7048226931168405,0.8438272281313646,0.9413321888658418,0.9925423957132975,0.9949394508485482,0.948405587340388,0.8552294550257786,0.7199935588866005,0.5493488860057013,0.3516878052358761,0.136731326639536,0.0,0.22039774106199472,0.42995634484633166,0.6183697426150447,0.7763717863644022,0.8961919576529472,0.9719375212800236,0.9998833294846521,0.9786550240948683,0.9092966267604687,0.7952191932102421,0.6420330567590116,0.45727191138118306,0.25002230400503533,0.03047675765979693,-0.19056749705913703,-0.40223952976487803,-0.5941293422869464,-0.7567998316815014,-0.8822509058935278,-0.9643129268750348,-0.9989501316622381,-0.9844591092218017,-0.9215525720549955,-0.8133243027708523,-0.6650969996683455,-0.4841605044025749,-0.27941328582072733,-0.06092481190966417,0.16055966749305828,0.37414757235398705,0.5693346891534725,0.7365217670586142,0.8674866073668612,0.9557884289051248,0.9970846227741078,0.9893443185536721,0.932948258927245,0.8306700710588707,0.6875398559800593,0.5105968048505815,0.3085430086125067,0.09131548685225907,-0.13040251635862934,-0.3457069350560193,-0.5440091430324,-0.7155567011644075,-0.8519129800847487,-0.9463720704267006,-0.9942885754765213,-0.9933060671980798,-0.9434729703683413,-0.8472401758776527,-0.7093405008271504,-0.5365559238363201,-0.3373840431817374,-0.12162016158860346,0.10012444905556397,0.316944411169319,0.5181765677826479,0.69392439511364,0.8355447108338742,0.9360727418046907,0.9905646466118744
5,1.0,0.9754100763753654,0.9028496359848188,0.7858871954133658,0.6302749577302723,0.4436659192019622,0.2352374950447778,0.015240174325200088,-0.20550659881638617,-0.4161465250337257,-0.6063203620435752,-0.7666753914772743,-0.8893253847316714,-0.9682384467065069,-0.9995336632933819,-0.9816719635258349,-0.91553180983535,-0.8043659940226581,-0.6536416637829109,-0.47077144734964854,-0.2647488996179748,-0.04570619857357274,0.17558415542390254,0.3882391310274225,0.5818003927889993,0.7467486410778321,0.8749717698055705,0.9601638179979416,0.9981350948341213,0.9870182262860981,0.9273599900850908,0.822094422687041,0.6763985209618169,0.4974376353255188,0.2940130760065491,0.07612926328356151,-0.14549829065663428,-0.35996997071603165,-0.5567381013746028,-0.7261256800915161,-0.8598022903348421,-0.9511937888983464,-0.9958056191795296,-0.9914438500000001,-0.9383230694336787,-0.8390558275988047,-0.6985241478032511,-0.5236394253134132,-0.3230025221062736,-0.10648077430867918,0.11527728476448343,0.33136561994936203,0.5311570525512946,0.70482590352495,0.8438312179588889,0.9413368059676742,0.9925474425106332,0.9949446920023406,0.9484107600673851,0.8552342816424205,0.7199977610133723,0.5493521997358148,0.3516899964760916,0.1367322057748061,0.0,0.22039774141934013,0.429956347634794,0.6183697516384562,0.7763718065048565,0.896191993979146,0.971937578010825,0.9998834089215697,0.9786551256460838,0.9092967461769111,0.7952193221412885,0.6420331827121143,0.45727201813776897,0.2500223725066251,0.030476767336309652,-0.1905675665892846,-0.4022396967325997,-0.5941296206910031,-0.7568002292542549,-0.8822514222926302,-0.9643135522786256,-0.998950845930115,-0.9844598817561617,-0.9215533624530443,-0.8133250623100531,-0.6650976736064403,-0.48416103501255603,-0.2794136160198344,-0.06092488928569563,0.16055988650108816,0.37414811839663065,0.5693355763250952,0.736522989954545,0.8674881391104183,0.955790220369295,0.9970866031622693,0.9893463974279488,0.9329503296858316,0.8306720157699441,0.6875415513852972,0.5105981292619316,0.3085438493476992,0.09131574779332495,-0.13040290753892736,-0.34570802046860566,-0.5440109294014193,-0.7155591563226289,-0.8519160314740163,-0.9463756058455873,-0.9942924461993216,-0.9933100934561395,-0.9434769490436276,-0.8472438901174328,-0.7093437311561431,-0.5365584602270455,-0.3373856974529229,-0.121620779442093,0.10012497707157816,0.3169461404654431,0.5181794929377325,0.6939284460255357,0.8355497522130518,0.9360785762461519,0.9905710212919319
6,1.0,0.9754100790331791,0.9028496458251594,0.7858872146856184,0.6302749852073629,0.4436659494222466,0.235237518115419,0.015240176352413136,-0.2055066346655071,-0.41614661689638915,-0.6063205272727855,-0.7666756442719066,-0.8893257336979546,-0.9682388925880162,-0.9995341971119492,-0.9816725653607743,-0.9155324484332291,-0.8043666273762445,-0.6536422407490797,-0.4707719102963918,-0.26474918800574515,-0.045706253292121864,0.17558438721883368,0.38823969089656335,0.5818013061745173,0.7467499130350325,0.874973381679875,0.9601657253921005,0.998137227149644,0.9870204880369828,0.9273622640754173,0.822096575022821,0.6764004077390048,0.4974391107084916,0.29401400129330946,0.07612951645394815,-0.1454988054875424,-0.3599713145587518,-0.5567402929640746,-0.7261286904119559,-0.8598060395826407,-0.9511981462809622,-0.9958104058010321,-0.9914488449105995,-0.9383280187304675,-0.8390604562688416,-0.698528173809847,-0.5236425752541178,-0.3230045476282734,-0.10648146836460345,0.1152780727913594,0.3313679712206831,0.5311609687612675,0.7048313006946388,0.8438379246607827,0.9413445663859975,0.9925559244877753,0.9949534999426861,0.9484194522817568,0.8552423914356666,0.7200048205610405,0.549357765579565,0.35169367530614376,0.1367336790734936,0.0,0.22039774201991047,0.4299563523211799,0.6183697668034652,0.7763718403533657,0.8961920550294894,0.9719376733528358,0.9998835424224553,0.9786552963101484,0.9092969468617365,0.7952195388111462,0.6420333943702945,0.4572721975257953,0.2500224875937775,0.030476783552311155,-0.1905676834967454,-0.4022399773999553,-0.5941300886404701,-0.7568008974750152,-0.882252290201884,-0.9643146033609802,-0.9989520463283409,-0.9844611800378487,-0.9215546907082341,-0.8133263386483233,-0.6650988060233556,-0.4841619264912406,-0.27941417063075596,-0.06092501895395688,0.1605602549693638,0.37414903649239034,0.5693370677097558,0.7365250455151723,0.8674907136453567,0.9557932312819764,0.9970899314394026,0.9893498910508546,0.9329538094770424,0.8306752835196207,0.6875443999430484,0.5106003541293935,0.30854526117589787,0.09131618508597829,-0.1304035662811401,-0.3457098459506883,-0.5440139328470693,-0.7155632835879061,-0.8519211605315584,-0.9463815480461698,-0.9942989515191297,-0.9933168597143218,-0.9434836348375312,-0.847250130985891,-0.7093491582584638,-0.5365627206310777,-0.337388474972864,-0.12162181486696534,0.1001258675558168,0.31694904982769617,0.5181844118961026,0.6939352565864911,0.835558226829936,0.9360883829922508,0.9905817351258336
7,1.0,0.9754100775119869,0.9028496401930258,0.7858872036549542,0.6302749694801588,0.4436659321239759,0.23523750490762865,0.015240175186582742,-0.2055066141555423,-0.41614656432993563,-0.6063204327174494,-0.7666754995998414,-0.889325533981421,-0.9682386373985767,-0.9995338915845835,-0.9816722208927775,-0.9155320829078784,-0.8043662648318809,-0.653641910453639,-0.470771645232994,-0.2647490228235295,-0.045706221824630335,0.17558425472147388,0.38823937063913944,0.5818007835840063,0.7467491852037862,0.874972459268085,0.9601646337921135,0.9981360067495726,0.9870191934701953,0.927360962403422,0.8220953428683998,0.6763993274599561,0.4974382657753744,0.29401347110213255,0.0761293708619767,-0.14549851157226848,-0.35997054617974195,-0.5567390393536067,-0.7261269681266388,-0.8598038942442262,-0.9511956526945533,-0.9958076663070801,-0.9914459859262413,-0.938325185544523,-0.8390578062669994,-0.6985258684154548,-0.5236407709686507,-0.32300338663729833,-0.10648106923389082,0.11527762377396537,0.3313666275024244,0.5311587292590639,0.7048282133522272,0.8438340874712777,0.9413401256475166,0.9925510702056913,0.994948458451757,0.9484144763262091,0.8552377481059472,0.720000777632823,0.5493545769244329,0.3516915661358016,0.1367328318333882,0.0,0.22039774167619544,0.4299563496390699,0.6183697581241895,0.7763718209809807,0.8961920200884979,0.9719376187850821,0.9998834660138967,0.9786551986296177,0.9092968319957461,0.7952194147912894,0.6420332732121489,0.4572720948289789,0.2500224216897355,0.03047677422678769,-0.19056761663885818,-0.4022398168218669,-0.5941298208755391,-0.7568005150834135,-0.8822517935100065,-0.9643140018128015,-0.9989513592924618,-0.9844604369417154,-0.9215539304107465,-0.8133256080115959,-0.6650981577007877,-0.48416141600864865,-0.27941385289607773,-0.06092494438470746,0.16056004446721778,0.3741485114288968,0.5693362145179178,0.7365238693819701,0.8674892404100577,0.9557915081855128,0.9970880265666617,0.9893478913806307,0.9329518175383003,0.8306734127428719,0.6875427688866111,0.5105990798462825,0.30854445206226483,0.09131593361092022,-0.13040319052670632,-0.34570880243522645,-0.5440122150727681,-0.7155609224630428,-0.8519182258145991,-0.9463781476286026,-0.9942952284275325,-0.9933129868402031,-0.9434798075391809,-0.8472465578421271,-0.7093460503816255,-0.5365602800578341,-0.33738688273885376,-0.12162121942843508,0.1001253608683883,0.31694738765578323,0.5181815993874102,0.6939313611006981,0.8355533784295236,0.9360827714917851,0.9905756036546852
8,1.0,0.9754100802817309,0.9028496504478917,0.7858872237394791,0.630274998116442,0.44366596362164057,0.23523752895877448,0.015240177313862556,-0.20550665149279124,-0.4161466600325174,-0.6063206048703583,-0.7666757630029856,-0.8893258976087236,-0.9682391020324682,-0.9995344478784354,-0.9816728480982082,-0.9155327484672438,-0.8043669249804412,-0.6536425119041837,-0.47077212793275025,-0.2647493236847246,-0.045706279242488365,0.1755844958295358,0.3882399536053898,0.5818017349518565,0.7467505102791133,0.8749741386548313,0.9601666212716291,0.9981382287996946,0.9870215506306099,0.9273633325829217,0.8220975865634425,0.6764012947200833,0.497439804618104,0.29401443695694157,0.07612963651878006,-0.14549904611198466,-0.35997194459442455,-0.5567413212856549,-0.7261301034717151,-0.85980779997955,-0.951200192661118,-0.9958126542073896,-0.991451191618652,-0.9383303445172602,-0.8390626319706443,-0.6985300669344369,-0.5236440573326502,-0.3230055019246035,-0.1064817975116048,0.11527843968440238,0.33136907244525243,0.5311628052994877,0.7048338332952997,0.8438410729947894,0.9413482104722025,0.9925599084604335,0.9949576381007637,0.9484235372250747,0.8552462039610151,0.7200081408708493,0.5493603852540295,0.35169540941378763,0.13673437775071368,0.0,0.22039774230200534,0.4299563545224728,0.6183697739268619,0.7763718562530872,0.8961920837072498,0.9719377181397097,0.9998836051362066,0.9786553764847593,0.9092970411442866,0.795219640610939,0.6420334938267848,0.4572722818366452,0.2500225417140753,0.030476791242847738,-0.19056773832767349,-0.40224010914779157,-0.5941303083613507,-0.756801211279866,-0.8822526978286984,-0.9643150970654423,-0.998952610221039,-0.9844617899735648,-0.9215553148002037,-0.8133269384397043,-0.6650993383018792,-0.4841623456841119,-0.2794144316686538,-0.060925080448937664,0.16056042742377094,0.3741494671165347,0.5693377676591369,0.7365260105561049,0.8674919225957862,0.9557946453949483,0.9970914948590426,0.9893515324109252,0.932955444643296,0.8306768194031995,0.6875457392375346,0.5106014007535459,0.30854592614241166,0.09131639246824214,-0.13040387364343478,-0.34571070137706295,-0.5440153417315055,-0.7155652206281581,-0.8519235685404238,-0.9463843385361058,-0.9943020071584935,-0.9933200386484702,-0.9434867767566647,-0.8472530647102174,-0.70935171050663,-0.5365647255465215,-0.33738978391092317,-0.12162230589861756,0.10012628098568974,0.3169504116359411,0.5181867179929744,0.6939384518275811,0.8355622046057477,0.9360929876417899,0.9905867672115936
9,1.0,0.9754100785755131,0.9028496441306759,0.7858872113669343,0.6302749804756816,0.44366594421790134,0.23523751414174707,0.015240176001700809,-0.2055066284948214,-0.41614660108117,-0.6063204988247773,-0.7666756007457751,-0.8893256736111569,-0.9682388158116756,-0.9995341051910046,-0.98167246172425,-0.9155323384615232,-0.804366518301566,-0.6536421413770077,-0.4707718305502449,-0.2647491383100652,-0.045706243826049826,0.17558434735428627,0.38823959454243623,0.5818011489464641,0.7467496940583753,0.8749731041619757,0.9601653969726492,0.9981368599799609,0.9870200985542066,0.9273618724557964,0.8220962043191735,0.6764000827295397,0.4974388565061428,0.29401384178507384,0.07612947265692216,-0.14549871705396167,-0.35997108337786193,-0.556739915796668,-0.7261281722396702,-0.8598053941316786,-0.9511973960576307,-0.9958095815958956,-0.9914479847578752,-0.9383271663420181,-0.8390596589958745,-0.6985274802181961,-0.5236420324286586,-0.32300419834662286,-0.1064813482979505,0.11527793768312977,0.3313675669325298,0.5311602949682707,0.7048303718221581,0.8438367701920524,0.941343230337256,0.9925544640249244,0.9949519831615208,0.9484179552234007,0.8552409944571701,0.7200036042252929,0.5493568062659261,0.3516930407710084,0.13673342420625711,0.0,0.22039774191650127,0.42995635151424144,0.618369764192219,0.7763718345249895,0.8961920445171416,0.9719376569355819,0.999883519434184,0.9786552669220071,0.9092969123032043,0.7952195014986211,0.6420333579187971,0.4572721666286391,0.25002246776616976,0.030476780746993094,-0.19056766338145303,-0.4022399290879523,-0.5941300080802143,-0.7568007824282055,-0.8822521407667783,-0.9643144223789618,-0.9989518396267234,-0.9844609564702514,-0.9215544619658186,-0.8133261188300849,-0.6650986109706347,-0.4841617729095442,-0.2794140750396589,-0.060924996522004234,0.16056019163445706,0.37414887851843676,0.56933681101519,0.736524691660786,0.8674902704054129,0.9557927128696523,0.9970893583389802,0.9893492894310094,0.9329532101848264,0.8306747206818553,0.6875439092292205,0.510599970756001,0.3085450177548213,0.09131610943716646,-0.13040345322098296,-0.345709531987768,-0.5440134160270641,-0.7155625732105484,-0.8519202775850744,-0.9463805249914711,-0.9942978313878126,-0.9933156945230426,-0.943482483362154,-0.8472490559796212,-0.7093482232365217,-0.5365619863779345,-0.3373879959543671,-0.12162163574687573,0.10012571508878808,0.3169485497213168,0.5181835657004721,0.693934084568887,0.8355567681224102,0.9360866947037935,0.9905798904055677
